date	AAPL	AMZN	MSFT	RBLX	SPY	TSLA
2024-02-29	-0.01979380337605685	0.1389175127740745	0.04039438754035274	0.02808554790049622	0.05218684505940763	0.07790064669600238
2024-03-31	-0.050075800119473546	0.020479805886374214	0.018997181137839103	-0.04310779836906875	0.02950338638520389	-0.12923524353897475
2024-04-30	-0.006706359814769303	-0.029825949313549094	-0.07461012928307409	-0.06862228682406768	-0.03733801940075432	0.042607689739043275
2024-05-31	0.1286915248812297	0.00822858537946436	0.06626769022992374	-0.054555747089013895	0.05057977521949231	-0.02837187354253501
2024-06-30	0.0970384121433745	0.09527316552932019	0.07859262267362643	0.10678168550395695	0.03195095966851502	0.11118599982126098
2024-07-31	0.05441094296142701	-0.032445041513381345	-0.06398924054613941	0.11582911796118633	0.01537436065234199	0.17278149180183244
2024-08-31	0.0311598236613857	-0.0453524222981363	-0.0028922678362909293	0.05948943144198027	0.023365545771894647	-0.07739046902676983
2024-09-30	0.018645021879382995	0.043865556476496925	0.03340738422172329	0.00613768203601972	0.017882505952235173	0.22194201175563166
2024-10-31	-0.03042912836180689	0.00037563497419568215	-0.05565873745727823	0.16854955223847146	-0.005883843299276381	-0.045025412068364634
2024-11-30	0.05055105892511147	0.1152897328156477	0.04210647128436773	-0.030742461621432127	0.0596335283449696	0.3814688622385134
2024-12-31	0.05631620469742127	0.05531771626226978	-0.002636247781394485	0.15419906996876032	-0.02733385550007239	0.17000808915631316
2025-01-31	-0.05758330382579857	0.08336748865953902	-0.015278648861524413	0.22830969486905417	0.030312573838056522	0.0018819576379678349
2025-02-28	0.024745759849735594	-0.10686635257151178	-0.043535959906057964	-0.10454481971408935	-0.012694837033450312	-0.2758773935575025
2025-03-31	-0.08049028426973048	-0.1037309421475675	-0.05251334108089567	-0.08406660159382895	-0.058551232107247	-0.11543452131892018
2025-04-30	-0.04335299480241872	-0.030694820280155133	0.05293159369516842	0.1502831017094215	-0.005688032093898121	0.08874826236685496
2025-05-31	-0.05482349121593644	0.1116473080052216	0.16470164597553816	0.29724085604874984	0.06284478885258071	0.2278848417863253
2025-06-30	0.022848062238523426	0.07014294555445688	0.0824641742416028	0.20947336040607545	0.04828722281328224	-0.08312644606383923
2025-07-31	0.01169769554123401	0.06709513314943583	0.0725558001480362	0.3097908487005443	0.026055910950950167	-0.02955995259140498
2025-08-31	0.11836966457081122	-0.021827348669553603	-0.050253001762528005	-0.0957979359272575	0.020519492148202145	0.08304410748975077
2025-09-30	0.09812605605061497	-0.04117900731782209	0.02390310838867782	0.11180679303330132	0.032757089705601095	0.33201547825406585
2025-10-31	0.061815142948609125	0.11226484981660545	-0.0002703583369538798	-0.17903553484576584	0.026676008952081665	0.026623485126352042
2025-11-30	0.03136447983166457	-0.04504135592915348	-0.049825164295963065	-0.16435105734068234	0.0019499283249213573	-0.05780178787448975
2025-12-31	-0.024122233337583787	-0.010290686407351424	-0.015212838426091446	-0.14732190024030622	-0.0021510839531859727	0.045447119005781245
